Doculect	Concept	Form
Ninam	FIRE	
Ninam	NOSE	
Ninam	GO	
Ninam	WATER	
Ninam	MOUTH	
Ninam	TONGUE	
Ninam	BLOOD	
Ninam	BONE	
Ninam	THOU	
Ninam	ROOT	
Ninam	COME	
Ninam	BREAST	
Ninam	RAIN (PRECIPITATION)	
Ninam	I	
Ninam	NAME	
Ninam	LOUSE	
Ninam	WING	
Ninam	FLESH OR MEAT	
Ninam	ARM OR HAND	
Ninam	FLY (INSECT)	
Ninam	NIGHT	
Ninam	EAR	
Ninam	NECK	
Ninam	FAR	
Ninam	DO OR MAKE	
Ninam	HOUSE	
Ninam	STONE OR ROCK	
Ninam	BITTER	
Ninam	SAY	
Ninam	TOOTH	
Ninam	HAIR	
Ninam	BIG	
Ninam	ONE	
Ninam	WHO	
Ninam	HE OR SHE OR IT	
Ninam	STRIKE OR BEAT	
Ninam	FOOT OR LEG	
Ninam	HORN (ANATOMY)	
Ninam	THIS	
Ninam	FISH	
Ninam	YESTERDAY	
Ninam	DRINK	
Ninam	BLACK	
Ninam	NAVEL	
Ninam	STAND	
Ninam	BITE	
Ninam	BACK	
Ninam	WIND	
Ninam	SMOKE (EXHAUST)	
Ninam	WHAT	
Ninam	CHILD (DESCENDANT)	
Ninam	EGG	
Ninam	GIVE	
Ninam	NEW	
Ninam	BURNING	
Ninam	NOT	
Ninam	GOOD	
Ninam	KNOW	
Ninam	KNEE	
Ninam	SAND	
Ninam	LAUGH	
Ninam	HEAR	
Ninam	EARTH (SOIL)	
Ninam	LEAF	
Ninam	RED	
Ninam	LIVER	
Ninam	HIDE	
Ninam	SKIN	
Ninam	SUCK	
Ninam	CARRY	
Ninam	ANT	
Ninam	HEAVY	
Ninam	TAKE	
Ninam	OLD	
Ninam	EAT	
Ninam	UPPER LEG (THIGH)	
Ninam	THICK	
Ninam	LONG	
Ninam	BLOW (OF WIND)	
Ninam	WOOD	
Ninam	RUN	
Ninam	FALL	
Ninam	EYE	
Ninam	ASH	
Ninam	TAIL	
Ninam	DOG	
Ninam	CRY	
Ninam	TIE	
Ninam	SEE	
Ninam	SWEET	
Ninam	ROPE	
Ninam	SHADE	
Ninam	BIRD	
Ninam	SALT	
Ninam	SMALL	
Ninam	WIDE	
Ninam	STAR	
Ninam	IN	
Ninam	HARD	
Ninam	GRIND	
