Doculect	Concept	Form
Sanuma	FIRE	
Sanuma	NOSE	
Sanuma	GO	
Sanuma	WATER	
Sanuma	MOUTH	
Sanuma	TONGUE	
Sanuma	BLOOD	
Sanuma	BONE	
Sanuma	THOU	
Sanuma	ROOT	
Sanuma	COME	
Sanuma	BREAST	
Sanuma	RAIN (PRECIPITATION)	
Sanuma	I	
Sanuma	NAME	
Sanuma	LOUSE	
Sanuma	WING	
Sanuma	FLESH OR MEAT	
Sanuma	ARM OR HAND	
Sanuma	FLY (INSECT)	
Sanuma	NIGHT	
Sanuma	EAR	
Sanuma	NECK	
Sanuma	FAR	
Sanuma	DO OR MAKE	
Sanuma	HOUSE	
Sanuma	STONE OR ROCK	
Sanuma	BITTER	
Sanuma	SAY	
Sanuma	TOOTH	
Sanuma	HAIR	
Sanuma	BIG	
Sanuma	ONE	
Sanuma	WHO	
Sanuma	HE OR SHE OR IT	
Sanuma	STRIKE OR BEAT	
Sanuma	FOOT OR LEG	
Sanuma	HORN (ANATOMY)	
Sanuma	THIS	
Sanuma	FISH	
Sanuma	YESTERDAY	
Sanuma	DRINK	
Sanuma	BLACK	
Sanuma	NAVEL	
Sanuma	STAND	
Sanuma	BITE	
Sanuma	BACK	
Sanuma	WIND	
Sanuma	SMOKE (EXHAUST)	
Sanuma	WHAT	
Sanuma	CHILD (DESCENDANT)	
Sanuma	EGG	
Sanuma	GIVE	
Sanuma	NEW	
Sanuma	BURNING	
Sanuma	NOT	
Sanuma	GOOD	
Sanuma	KNOW	
Sanuma	KNEE	
Sanuma	SAND	
Sanuma	LAUGH	
Sanuma	HEAR	
Sanuma	EARTH (SOIL)	
Sanuma	LEAF	
Sanuma	RED	
Sanuma	LIVER	
Sanuma	HIDE	
Sanuma	SKIN	
Sanuma	SUCK	
Sanuma	CARRY	
Sanuma	ANT	
Sanuma	HEAVY	
Sanuma	TAKE	
Sanuma	OLD	
Sanuma	EAT	
Sanuma	UPPER LEG (THIGH)	
Sanuma	THICK	
Sanuma	LONG	
Sanuma	BLOW (OF WIND)	
Sanuma	WOOD	
Sanuma	RUN	
Sanuma	FALL	
Sanuma	EYE	
Sanuma	ASH	
Sanuma	TAIL	
Sanuma	DOG	
Sanuma	CRY	
Sanuma	TIE	
Sanuma	SEE	
Sanuma	SWEET	
Sanuma	ROPE	
Sanuma	SHADE	
Sanuma	BIRD	
Sanuma	SALT	
Sanuma	SMALL	
Sanuma	WIDE	
Sanuma	STAR	
Sanuma	IN	
Sanuma	HARD	
Sanuma	GRIND	
